Pitch,Roll,Rtoe,Rheel,Ltoe,Lheel,RHipX,RhipY,LHipX,LHipY,RHCur,RHAng,RKCur,RKAng,LHCur,LHAng,LKCur,LKAng,State,FootState,MinState,KeyState,WeightShift,HMI,RefTime,Thigh,Tlow,Column1
664,65512,0,10,0,13,65243,240,65243,184,0,9971,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,29205,
664,65512,0,19,0,10,65243,245,65243,184,0,9962,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,29237,
664,65512,0,16,0,13,65243,251,65243,186,0,9967,0,74,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29263,
664,65512,0,13,0,13,65243,239,65243,190,0,9976,0,52,0,10074,0,73,4144,1028,0,0,1000,0,0,77,29299,
664,65512,0,19,0,12,65243,244,65243,186,0,9967,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29331,
664,65512,0,16,0,12,65243,244,65243,181,0,9967,0,52,0,10079,0,51,4144,1028,0,0,1000,0,0,77,29357,
664,65512,0,21,0,10,65243,242,65243,186,0,9967,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29393,
664,65512,0,19,0,13,65243,242,65243,186,0,9971,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29425,
664,65512,0,21,0,12,65243,244,65243,186,0,9967,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29451,
664,65512,0,0,0,12,65243,238,65243,186,0,9967,0,30,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29487,
664,65512,0,19,0,10,65243,248,65243,188,0,9967,0,67,0,10074,0,66,4144,1028,0,0,1000,0,0,77,29519,
664,65512,0,18,0,8,65243,244,65243,186,0,9967,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29545,
664,65512,0,21,0,9,65243,244,65243,188,0,9967,0,52,0,10074,0,66,4144,1028,0,0,1000,0,0,77,29581,
664,65512,0,18,0,9,65243,244,65243,186,0,9967,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29617,
664,65512,0,24,0,12,65243,248,65243,204,0,9967,0,67,0,10038,0,51,4144,1028,0,0,1000,0,0,77,29643,
664,65512,0,18,0,13,65243,249,65243,184,0,9962,0,59,0,10074,0,51,4144,1028,0,0,1000,0,0,77,29669,
664,65512,0,19,0,17,65243,251,65243,186,0,9962,0,67,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29705,
664,65512,0,12,0,5,65243,246,65243,186,0,9967,0,59,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29737,
664,65512,0,21,0,21,65243,240,65243,186,0,9962,0,30,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29763,
664,65512,0,13,0,8,65243,248,65243,191,0,9967,0,67,0,10065,0,59,4144,1028,0,0,1000,0,0,77,29799,
664,65512,0,16,0,14,65243,235,65243,188,0,9971,0,30,0,10074,0,66,4144,1028,0,0,1000,0,0,77,29831,
664,65512,0,19,0,9,65243,248,65243,190,0,9967,0,67,0,10070,0,66,4144,1028,0,0,1000,0,0,77,29857,
664,65512,0,16,0,12,65243,242,65243,179,0,9971,0,52,0,10079,0,44,4144,1028,0,0,1000,0,0,77,29893,
664,65512,0,15,0,10,65243,246,65243,186,0,9971,0,67,0,10074,0,59,4144,1028,0,0,1000,0,0,77,29925,
664,65512,0,21,0,10,65243,242,65243,185,0,9971,0,52,0,10079,0,66,4144,1028,0,0,1000,0,0,77,29951,
664,65512,0,12,0,13,65243,246,65243,185,0,9971,0,67,0,10079,0,66,4144,1028,0,0,1000,0,0,77,29987,
664,65512,0,13,0,18,65243,240,65243,188,0,9967,0,37,0,10074,0,66,4144,1028,0,0,1000,0,0,77,30019,
664,65511,0,19,0,13,65243,244,65243,184,0,9967,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,30045,
664,65511,0,19,0,8,65243,242,65243,184,0,9967,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,30081,
664,65511,0,19,0,10,65243,242,65243,186,0,9967,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,30117,
664,65511,0,18,0,18,65243,240,65243,188,0,9967,0,37,0,10074,0,66,4144,1028,0,0,1000,0,0,77,30143,
664,65511,0,13,0,8,65243,251,65243,184,0,9967,0,74,0,10074,0,51,4144,1028,0,0,1000,0,0,77,30169,
664,65511,0,19,0,8,65243,242,65243,183,0,9967,0,44,0,10079,0,59,4144,1028,0,0,1000,0,0,77,30205,
664,65511,0,21,0,9,65243,243,65243,189,0,9962,0,37,0,10070,0,59,4144,1028,0,0,1000,0,0,77,30237,
665,65511,0,52,0,13,65243,240,65243,179,0,9971,0,44,0,10079,0,44,4144,1028,0,0,1000,0,0,77,30263,
665,65512,0,18,0,10,65243,244,65243,184,0,9971,0,59,0,10074,0,51,4144,1028,0,0,1000,0,0,77,30299,
665,65511,0,18,0,10,65243,247,65243,188,0,9962,0,52,0,10074,0,66,4144,1028,0,0,1000,0,0,77,30331,
665,65511,0,0,0,12,65243,244,65243,186,0,9971,0,59,0,10074,0,59,4144,1028,0,0,1000,0,0,77,30357,
665,65512,0,15,0,13,65243,242,65243,186,0,9967,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,30393,
665,65512,0,16,0,14,65243,251,65243,179,0,9967,0,74,0,10079,0,44,4144,1028,0,0,1000,0,0,77,30425,
665,65512,0,21,0,16,65243,240,65243,184,0,9971,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,30451,
665,65512,0,21,0,14,65243,240,65243,184,0,9971,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,30487,
665,65511,0,16,0,9,65243,247,65243,186,0,9967,0,59,0,10074,0,59,4144,1028,0,0,1000,0,0,77,30519,
665,65511,0,33,0,17,65243,237,65243,187,0,9976,0,44,0,10070,0,51,4144,1028,0,0,1000,0,0,77,30545,
665,65511,0,18,0,17,65243,245,65243,182,0,9967,0,52,0,10074,0,44,4144,1028,0,0,1000,0,0,77,30581,
665,65511,0,15,0,9,65243,242,65243,188,0,9971,0,52,0,10074,0,66,4144,1028,0,0,1000,0,0,77,30617,
665,65511,0,13,0,8,65243,245,65243,186,0,9967,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,30643,
665,65511,0,13,0,14,65243,249,65243,198,0,9967,0,67,0,10056,0,66,4144,1028,0,0,1000,0,0,77,30669,
665,65511,0,16,0,9,65243,251,65243,182,0,9962,0,67,0,10079,0,51,4144,1028,0,0,1000,0,0,77,30705,
665,65511,0,26,0,14,65243,252,65243,189,0,9962,0,67,0,10074,0,66,4144,1028,0,0,1000,0,0,77,30737,
665,65512,0,21,0,10,65243,245,65243,189,0,9962,0,44,0,10074,0,66,4144,1028,0,0,1000,0,0,77,30763,
665,65511,0,16,0,10,65243,247,65243,186,0,9962,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,30799,
665,65511,0,22,0,13,65243,245,65243,187,0,9962,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,30831,
665,65511,0,12,0,10,65243,245,65243,184,0,9967,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,30857,
665,65511,0,18,0,6,65243,247,65243,179,0,9967,0,59,0,10083,0,51,4144,1028,0,0,1000,0,0,77,30893,
665,65511,0,15,0,13,65243,236,65243,186,0,9971,0,30,0,10074,0,59,4144,1028,0,0,1000,0,0,77,30925,
665,65511,0,15,0,14,65243,236,65243,184,0,9971,0,30,0,10074,0,51,4144,1028,0,0,1000,0,0,77,30951,
665,65511,0,13,0,13,65243,243,65243,186,0,9967,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,30987,
665,65511,0,16,0,0,65243,249,65243,186,0,9962,0,59,0,10074,0,59,4144,1028,0,0,1000,0,0,77,31019,
665,65511,0,18,0,10,65243,243,65243,188,0,9962,0,37,0,10074,0,66,4144,1028,0,0,1000,0,0,77,31045,
665,65511,0,16,0,9,65243,243,65243,186,0,9967,0,44,0,10079,0,66,4144,1028,0,0,1000,0,0,77,31081,
665,65511,0,15,0,12,65243,236,65243,179,0,9967,0,22,0,10083,0,51,4144,1028,0,0,1000,0,0,77,31117,
665,65511,0,22,0,5,65243,243,65243,188,0,9967,0,44,0,10074,0,66,4144,1028,0,0,1000,0,0,77,31143,
665,65511,0,18,0,12,65243,241,65243,182,0,9967,0,37,0,10074,0,44,4144,1028,0,0,1000,0,0,77,31169,
665,65511,0,18,0,16,65243,243,65243,186,0,9967,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,31205,
665,65511,0,15,0,16,65243,245,65243,180,0,9962,0,44,0,10079,0,44,4144,1028,0,0,1000,0,0,77,31237,
665,65511,0,15,0,14,65243,245,65243,184,0,9967,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,31263,
665,65511,0,19,0,10,65243,247,65243,182,0,9962,0,52,0,10079,0,51,4144,1028,0,0,1000,0,0,77,31299,
665,65511,0,15,0,8,65243,240,65243,180,0,9971,0,44,0,10079,0,44,4144,1028,0,0,1000,0,0,77,31331,
665,65511,0,16,0,12,65243,245,65243,184,0,9967,0,52,0,10079,0,59,4144,1028,0,0,1000,0,0,77,31357,
665,65510,0,18,0,5,65243,243,65243,180,0,9967,0,44,0,10079,0,44,4144,1028,0,0,1000,0,0,77,31393,
665,65511,0,13,0,14,65243,240,65243,186,0,9971,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,31425,
665,65511,0,15,0,10,65243,240,65243,188,0,9967,0,37,0,10074,0,66,4144,1028,0,0,1000,0,0,77,31451,
665,65510,0,24,0,8,65243,245,65243,188,0,9967,0,52,0,10074,0,66,4144,1028,0,0,1000,0,0,77,31487,
665,65511,0,12,0,13,65243,247,65243,186,0,9962,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,31519,
665,65511,0,13,0,10,65243,242,65243,186,0,9971,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,31545,
665,65511,0,15,0,17,65243,245,65243,186,0,9962,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,31581,
665,65510,0,16,0,4,65243,245,65243,180,0,9967,0,52,0,10079,0,44,4144,1028,0,0,1000,0,0,77,31617,
665,65510,0,12,0,12,65243,243,65243,186,0,9967,0,44,0,10079,0,66,4144,1028,0,0,1000,0,0,77,31643,
665,65511,0,15,0,14,65243,249,65243,186,0,9967,0,67,0,10074,0,59,4144,1028,0,0,1000,0,0,77,31669,
665,65511,0,16,0,9,65243,247,65243,186,0,9962,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,31705,
665,65511,0,13,0,16,65243,257,65243,182,0,9967,0,96,0,10079,0,51,4144,1028,0,0,1000,0,0,77,31737,
665,65511,0,16,0,16,65243,243,65243,188,0,9967,0,44,0,10074,0,66,4144,1028,0,0,1000,0,0,77,31763,
665,65511,0,21,0,12,65243,247,65243,184,0,9967,0,59,0,10074,0,51,4144,1028,0,0,1000,0,0,77,31799,
665,65511,0,16,0,16,65243,247,65243,182,0,9962,0,52,0,10074,0,44,4144,1028,0,0,1000,0,0,77,31831,
665,65511,0,9,0,18,65243,240,65243,184,0,9971,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,31857,
665,65511,0,19,0,8,65243,245,65243,182,0,9967,0,52,0,10074,0,44,4144,1028,0,0,1000,0,0,77,31893,
665,65511,0,15,0,20,65243,245,65243,186,0,9962,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,31925,
665,65511,0,21,0,13,65243,245,65243,184,0,9967,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,31951,
665,65511,0,15,0,16,65243,240,65243,184,0,9971,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,31987,
665,65511,0,19,0,13,65243,247,65243,184,0,9962,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,32019,
665,65511,0,21,0,12,65243,245,65243,184,0,9962,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,32045,
665,65511,0,15,0,10,65243,241,65243,186,0,9962,0,30,0,10074,0,59,4144,1028,0,0,1000,0,0,77,32081,
665,65511,0,19,0,6,65243,238,65243,184,0,9967,0,30,0,10074,0,51,4144,1028,0,0,1000,0,0,77,32117,
665,65511,0,15,0,9,65243,245,65243,194,0,9962,0,44,0,10074,0,88,4144,1028,0,0,1000,0,0,77,32143,
665,65511,0,16,0,14,65243,244,65243,184,0,9971,0,59,0,10074,0,51,4144,1028,0,0,1000,0,0,77,32169,
664,65511,0,32,0,6,65243,240,65243,182,0,9971,0,44,0,10074,0,44,4144,1028,0,0,1000,0,0,77,32205,
665,65511,0,13,0,13,65243,243,65243,188,0,9962,0,37,0,10074,0,66,4144,1028,0,0,1000,0,0,77,32237,
665,65511,0,15,0,8,65243,245,65243,184,0,9962,0,44,0,10079,0,59,4144,1028,0,0,1000,0,0,77,32263,
664,65512,0,15,0,12,65243,242,65243,188,0,9967,0,44,0,10074,0,66,4144,1028,0,0,1000,0,0,77,32299,
665,65511,0,16,0,16,65243,249,65243,188,0,9967,0,67,0,10074,0,66,4144,1028,0,0,1000,0,0,77,32331,
665,65511,0,13,0,12,65243,243,65243,184,0,9967,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,32357,
665,65511,0,16,0,14,65243,238,65243,184,0,9967,0,30,0,10074,0,51,4144,1028,0,0,1000,0,0,77,32393,
665,65512,0,16,0,9,65243,243,65243,192,0,9967,0,44,0,10074,0,81,4144,1028,0,0,1000,0,0,77,32425,
665,65511,0,24,0,12,65243,245,65243,188,0,9967,0,52,0,10074,0,66,4144,1028,0,0,1000,0,0,77,32451,
665,65511,0,21,0,10,65243,245,65243,189,0,9967,0,52,0,10070,0,59,4144,1028,0,0,1000,0,0,77,32487,
665,65511,0,18,0,10,65243,243,65243,188,0,9967,0,44,0,10074,0,66,4144,1028,0,0,1000,0,0,77,32519,
665,65511,0,18,0,12,65243,245,65243,191,0,9967,0,52,0,10070,0,66,4144,1028,0,0,1000,0,0,77,32545,
665,65511,0,19,0,32,65243,245,65243,186,0,9967,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,32581,
665,65511,0,29,0,12,65243,247,65243,184,0,9962,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,32617,
665,65511,0,18,0,12,65243,253,65243,169,0,9962,0,74,0,10102,0,51,4144,1028,0,0,1000,0,0,77,32643,
665,65511,0,16,0,10,65243,249,65243,182,0,9967,0,67,0,10074,0,44,4144,1028,0,0,1000,0,0,77,32669,
665,65511,0,22,0,8,65243,245,65243,184,0,9962,0,44,0,10079,0,59,4144,1028,0,0,1000,0,0,77,32705,
665,65511,0,16,0,17,65243,251,65243,182,0,9967,0,74,0,10074,0,44,4144,1028,0,0,1000,0,0,77,32737,
665,65510,0,12,0,8,65243,249,65243,184,0,9967,0,67,0,10074,0,51,4144,1028,0,0,1000,0,0,77,32763,
664,65511,0,21,0,12,65243,240,65243,184,0,9967,0,37,0,10074,0,51,4144,1028,0,0,1000,0,0,77,32799,
664,65511,0,18,0,20,65243,244,65243,182,0,9967,0,52,0,10070,0,37,4144,1028,0,0,1000,0,0,77,32831,
665,65512,0,18,0,13,65243,240,65243,186,0,9976,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,32857,
665,65512,0,12,0,10,65243,252,65243,184,0,9962,0,67,0,10074,0,51,4144,1028,0,0,1000,0,0,77,32893,
664,65512,0,10,0,12,65243,242,65243,186,0,9967,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,32925,
664,65512,0,18,0,13,65243,248,65243,182,0,9967,0,67,0,10074,0,44,4144,1028,0,0,1000,0,0,77,32951,
664,65512,0,15,0,12,65243,242,65243,186,0,9967,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,32987,
664,65513,0,18,0,8,65243,245,65243,184,0,9962,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,33019,
663,65512,0,13,0,10,65243,241,65243,183,0,9967,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,33045,
663,65513,0,22,0,9,65243,244,65243,183,0,9967,0,52,0,10079,0,59,4144,1028,0,0,1000,0,0,77,33081,
665,65512,0,15,0,13,65243,249,65243,188,0,9967,0,67,0,10074,0,66,4144,1028,0,0,1000,0,0,77,33117,
664,65512,0,19,0,10,65243,249,65243,188,0,9962,0,59,0,10074,0,66,4144,1028,0,0,1000,0,0,77,33143,
664,65512,0,12,0,14,65243,246,65243,181,0,9971,0,67,0,10079,0,51,4144,1028,0,0,1000,0,0,77,33169,
664,65513,0,16,0,16,65243,244,65243,181,0,9962,0,44,0,10074,0,44,4144,1028,0,0,1000,0,0,77,33205,
664,65513,0,30,0,14,65243,247,65243,184,0,9962,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,33237,
663,65512,0,15,0,10,65243,239,65243,185,0,9971,0,44,0,10079,0,66,4144,1028,0,0,1000,0,0,77,33263,
664,65513,0,16,0,16,65243,244,65243,181,0,9967,0,52,0,10074,0,44,4144,1028,0,0,1000,0,0,77,33299,
663,65514,0,22,0,10,65243,244,65243,181,0,9962,0,44,0,10074,0,44,4144,1028,0,0,1000,0,0,77,33331,
665,65517,0,15,0,10,65243,247,65243,184,0,9962,0,52,0,10079,0,59,4144,1028,0,0,1000,0,0,77,33357,
663,65513,0,22,0,5,65243,247,65243,181,0,9958,0,44,0,10074,0,44,4144,1028,0,0,1000,0,0,77,33393,
663,65511,0,18,0,12,65243,248,65243,176,0,9967,0,67,0,10079,0,37,4144,1028,0,0,1000,0,0,77,33425,
664,65512,0,15,0,24,65243,242,65243,188,0,9967,0,44,0,10074,0,66,4144,1028,0,0,1000,0,0,77,33451,
663,65515,0,16,0,9,65243,246,65243,183,0,9958,0,44,0,10074,0,51,4144,1028,0,0,1000,0,0,77,33487,
664,65513,0,15,0,12,65243,248,65243,186,0,9967,0,67,0,10074,0,59,4144,1028,0,0,1000,0,0,77,33519,
662,65512,0,13,0,16,65243,239,65243,185,0,9967,0,37,0,10074,0,59,4144,1028,0,0,1000,0,0,77,33545,
664,65513,0,19,0,8,65243,240,65243,186,0,9962,0,30,0,10074,0,59,4144,1028,0,0,1000,0,0,77,33581,
662,65515,0,19,0,10,65243,248,65243,181,0,9958,0,52,0,10074,0,44,4144,1028,0,0,1000,0,0,77,33617,
663,65514,0,16,0,13,65243,238,65243,185,0,9967,0,30,0,10079,0,66,4144,1028,0,0,1000,0,0,77,33643,
663,65513,0,16,0,12,65243,246,65243,183,0,9962,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,33669,
663,65515,0,19,0,13,65243,242,65243,191,0,9967,0,44,0,10079,0,88,4144,1028,0,0,1000,0,0,77,33705,
664,65516,0,19,0,10,65243,247,65243,184,0,9962,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,33737,
663,65514,0,18,0,9,65243,250,65243,183,0,9962,0,67,0,10074,0,51,4144,1028,0,0,1000,0,0,77,33763,
664,65513,0,21,0,9,65243,244,65243,182,0,9967,0,52,0,10074,0,44,4144,1028,0,0,1000,0,0,77,33799,
664,65514,0,16,0,2,65243,240,65243,184,0,9967,0,37,0,10074,0,51,4144,1028,0,0,1000,0,0,77,33831,
665,65515,0,22,0,10,65243,242,65243,188,0,9967,0,44,0,10074,0,66,4144,1028,0,0,1000,0,0,77,33857,
664,65513,0,13,0,9,65243,247,65243,183,0,9962,0,52,0,10079,0,59,4144,1028,0,0,1000,0,0,77,33893,
664,65513,0,16,0,10,65243,244,65243,186,0,9967,0,52,0,10074,0,59,4144,1028,0,0,1000,0,0,77,33925,
664,65513,0,16,0,13,65243,247,65243,182,0,9962,0,52,0,10074,0,44,4144,1028,0,0,1000,0,0,77,33951,
664,65514,0,18,0,12,65243,246,65243,187,0,9967,0,59,0,10079,0,73,4144,1028,0,0,1000,0,0,77,33987,
664,65513,0,15,0,16,65243,244,65243,184,0,9967,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,34019,
664,65512,0,15,0,14,65243,245,65243,186,0,9962,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,34045,
664,65512,0,24,0,13,65243,248,65243,188,0,9971,0,74,0,10074,0,66,4144,1028,0,0,1000,0,0,77,34081,
664,65513,0,15,0,16,65243,247,65243,181,0,9962,0,52,0,10079,0,51,4144,1028,0,0,1000,0,0,77,34117,
664,65512,0,15,0,13,65243,242,65243,186,0,9962,0,37,0,10074,0,59,4144,1028,0,0,1000,0,0,77,34143,
664,65512,0,13,0,13,65243,249,65243,182,0,9967,0,67,0,10074,0,44,4144,1028,0,0,1000,0,0,77,34169,
664,65512,0,13,0,13,65243,240,65243,182,0,9967,0,37,0,10074,0,44,4144,1028,0,0,1000,0,0,77,34205,
664,65512,0,15,0,10,65243,246,65243,184,0,9971,0,67,0,10074,0,51,4144,1028,0,0,1000,0,0,77,34237,
664,65512,0,16,0,8,65243,238,65243,186,0,9967,0,30,0,10074,0,59,4144,1028,0,0,1000,0,0,77,34263,
664,65512,0,16,0,9,65243,244,65243,182,0,9962,0,44,0,10074,0,44,4144,1028,0,0,1000,0,0,77,34299,
665,65512,0,24,0,10,65243,249,65243,184,0,9962,0,59,0,10074,0,51,4144,1028,0,0,1000,0,0,77,34331,
664,65512,0,16,0,10,65243,244,65243,179,0,9967,0,52,0,10079,0,44,4144,1028,0,0,1000,0,0,77,34357,
664,65512,0,15,0,13,65243,242,65243,182,0,9967,0,44,0,10074,0,44,4144,1028,0,0,1000,0,0,77,34393,
664,65512,0,15,0,16,65243,233,65243,186,0,9971,0,22,0,10074,0,59,4144,1028,0,0,1000,0,0,77,34425,
665,65512,0,12,0,12,65243,246,65243,180,0,9971,0,67,0,10079,0,44,4144,1028,0,0,1000,0,0,77,34451,
666,65512,0,15,0,13,65243,246,65243,191,0,9962,0,44,0,10070,0,66,4144,1028,0,0,1000,0,0,77,34487,
663,65511,0,21,0,12,65243,240,65243,181,0,9962,0,30,0,10074,0,44,4144,1028,0,0,1000,0,0,77,34519,
664,65511,0,21,0,13,65243,244,65243,175,0,9967,0,52,0,10074,0,22,4144,1028,0,0,1000,0,0,77,34545,
664,65511,0,21,0,9,65243,242,65243,186,0,9967,0,44,0,10074,0,59,4144,1028,0,0,1000,0,0,77,34581,
665,65512,0,19,0,12,65243,239,65243,189,0,9967,0,30,0,10070,0,59,4144,1028,0,0,1000,0,0,77,34617,
665,65512,0,1,0,10,65243,247,65243,180,0,9962,0,52,0,10074,0,37,4144,1028,0,0,1000,0,0,77,34643,
664,65511,0,13,0,13,65243,242,65243,183,0,9967,0,44,0,10079,0,59,4144,1028,0,0,1000,0,0,77,34669,
664,65511,0,21,0,27,65243,244,65243,184,0,9967,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,34705,
664,65511,0,15,0,14,65243,244,65243,184,0,9967,0,52,0,10074,0,51,4144,1028,0,0,1000,0,0,77,34737,
664,65512,0,16,0,10,65243,244,65243,181,0,9962,0,44,0,10079,0,51,4144,1028,0,0,1000,0,0,77,34763,
